data_ref;cod_prestador;nome_prestador;nome_municipio_principal_prestador;uf_prestador;macro_regional_prestador;micro_regional_prestador;nome_municipio_principal_benef;uf_beneficiario;macro_regional_benef;micro_regional_benef;tipo_consulta;qtde_consultas;valor_consultas
2026_2;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NOVO ORIENTE DE MINAS;MG;NORDESTE;TEOFILO OTONI;URGENCIA;5;440,0
2024_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CARLOS CHAGAS;MG;NORDESTE;NANUQUE;URGENCIA;2;100,8
2025_1;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;SANTO ANTONIO DO JACINTO;MG;NORDESTE;ALMENARA;URGENCIA;1;50,4
2025_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;PESCADOR;MG;NORDESTE;TEOFILO OTONI;URGENCIA;1;88,0
2024_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;GOVERNADOR VALADARES;MG;LESTE;GOVERNADOR VALADARES;URGENCIA;1;50,4
2026_2;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;1;88,0
2026_2;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MEDINA;MG;NORDESTE;PEDRA AZUL;URGENCIA;2;176,0
2026_1;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;3;264,0
2024_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;FREI GASPAR;MG;NORDESTE;TEOFILO OTONI;URGENCIA;7;352,8
2025_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;BERTOPOLIS;MG;NORDESTE;AGUAS FORMOSAS;URGENCIA;5;440,0
2024_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ATALEIA;MG;NORDESTE;TEOFILO OTONI;URGENCIA;11;554,4
2025_12;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;PADRE PARAISO;MG;NORDESTE;TEOFILO OTONI;URGENCIA;3;264,0
2024_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;PAVAO;MG;NORDESTE;TEOFILO OTONI;URGENCIA;6;302,4
2025_10;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NOVO ORIENTE DE MINAS;MG;NORDESTE;TEOFILO OTONI;URGENCIA;9;792,0
2024_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ATALEIA;MG;NORDESTE;TEOFILO OTONI;URGENCIA;3;151,2
2026_2;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ITAMBACURI;MG;NORDESTE;TEOFILO OTONI;URGENCIA;6;528,0
2025_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;PAVAO;MG;NORDESTE;TEOFILO OTONI;URGENCIA;8;704,0
2024_12;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;RUBIM;MG;NORDESTE;ALMENARA;URGENCIA;1;50,4
2025_12;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;URGENCIA;424;37312,0
2025_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MINAS NOVAS;MG;NORDESTE;MINAS NOVAS;URGENCIA;1;88,0
2024_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NOVO CRUZEIRO;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;6;302,4
2025_10;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CAMPANARIO;MG;NORDESTE;TEOFILO OTONI;URGENCIA;2;176,0
2025_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ITAMBACURI;MG;NORDESTE;TEOFILO OTONI;URGENCIA;3;264,0
2024_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;;;;;URGENCIA;24;1209,6
2025_1;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ITINGA;MG;NORDESTE;ARACUAI;URGENCIA;2;100,8
2026_1;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;LAJINHA;MG;LESTE DO SUL;MANHUACU;URGENCIA;1;88,0
2024_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CLAUDIO;MG;OESTE;DIVINOPOLIS;URGENCIA;1;50,4
2024_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MONTE FORMOSO;MG;NORDESTE;JEQUITINHONHA;URGENCIA;2;100,8
2026_2;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;VIRGEM DA LAPA;MG;NORDESTE;ARACUAI;URGENCIA;1;88,0
2025_4;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MALACACHETA;MG;NORDESTE;TEOFILO OTONI;URGENCIA;5;252,0
2025_5;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NOVO ORIENTE DE MINAS;MG;NORDESTE;TEOFILO OTONI;URGENCIA;12;604,8
2025_5;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;PAVAO;MG;NORDESTE;TEOFILO OTONI;URGENCIA;10;504,0
2025_3;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;SANTA MARIA DO SUACUI;MG;LESTE;SANTA MARIA DO SUACUI;URGENCIA;1;50,4
2026_2;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;GOVERNADOR VALADARES;MG;LESTE;GOVERNADOR VALADARES;URGENCIA;2;176,0
2024_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;LADAINHA;MG;NORDESTE;TEOFILO OTONI;URGENCIA;4;201,6
2024_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;URGENCIA;491;24746,4
2025_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NOVO CRUZEIRO;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;3;264,0
2025_5;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;GOVERNADOR VALADARES;MG;LESTE;GOVERNADOR VALADARES;URGENCIA;1;50,4
2024_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ARACUAI;MG;NORDESTE;ARACUAI;URGENCIA;3;151,2
2025_6;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;PADRE PARAISO;MG;NORDESTE;TEOFILO OTONI;URGENCIA;5;440,0
2024_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;BETIM;MG;CENTRO;BETIM;URGENCIA;1;50,4
2025_6;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ITINGA;MG;NORDESTE;ARACUAI;URGENCIA;1;88,0
2024_10;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ITINGA;MG;NORDESTE;ARACUAI;URGENCIA;1;50,4
2025_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CAMPANARIO;MG;NORDESTE;TEOFILO OTONI;URGENCIA;1;88,0
2025_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;LADAINHA;MG;NORDESTE;TEOFILO OTONI;URGENCIA;10;880,0
2025_12;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CAPELINHA;MG;NORDESTE;CAPELINHA;URGENCIA;1;88,0
2025_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;GOVERNADOR VALADARES;MG;LESTE;GOVERNADOR VALADARES;URGENCIA;1;88,0
2025_5;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ANGELANDIA;MG;NORDESTE;CAPELINHA;URGENCIA;1;50,4
2025_6;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;;;;;URGENCIA;20;1760,0
2024_10;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;6;302,4
2024_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CAPELINHA;MG;NORDESTE;CAPELINHA;URGENCIA;2;100,8
2024_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;9;453,6
2025_2;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ITAIPE;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;3;151,2
2024_12;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;URGENCIA;456;22982,4
2024_10;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MEDINA;MG;NORDESTE;PEDRA AZUL;URGENCIA;5;252,0
2024_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ITAIPE;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;5;252,0
2025_10;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ARACUAI;MG;NORDESTE;ARACUAI;URGENCIA;2;176,0
2025_5;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ITANHEM;BA;FORAMG;FORAMG;URGENCIA;1;50,4
2024_10;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;JOAIMA;MG;NORDESTE;JEQUITINHONHA;URGENCIA;2;100,8
2025_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NANUQUE;MG;NORDESTE;NANUQUE;URGENCIA;1;88,0
2025_6;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NOVO CRUZEIRO;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;1;88,0
2025_2;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MURIAE;MG;SUDESTE;MURIAE;URGENCIA;1;50,4
2026_2;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;POTE;MG;NORDESTE;TEOFILO OTONI;URGENCIA;11;968,0
2024_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;LADAINHA;MG;NORDESTE;TEOFILO OTONI;URGENCIA;4;201,6
2026_1;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;RIBEIRAO DAS NEVES;MG;CENTRO;BELO HORIZONTE;URGENCIA;1;88,0
2024_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CATUJI;MG;NORDESTE;TEOFILO OTONI;URGENCIA;1;50,4
2025_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CARAI;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;2;176,0
2025_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;URGENCIA;496;43648,0
2025_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;POTE;MG;NORDESTE;TEOFILO OTONI;URGENCIA;6;528,0
2024_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ARACUAI;MG;NORDESTE;ARACUAI;URGENCIA;1;50,4
2024_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;SETUBINHA;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;3;151,2
2024_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;SANTO ANTONIO DO JACINTO;MG;NORDESTE;ALMENARA;URGENCIA;1;50,4
2025_3;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;PAVAO;MG;NORDESTE;TEOFILO OTONI;URGENCIA;8;403,2
2024_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;SANTA MARIA DO SALTO;MG;NORDESTE;ALMENARA;URGENCIA;2;100,8
2024_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CARLOS CHAGAS;MG;NORDESTE;NANUQUE;URGENCIA;2;100,8
2026_2;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CARAI;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;3;264,0
2025_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CARAI;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;5;440,0
2025_10;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MACHACALIS;MG;NORDESTE;AGUAS FORMOSAS;URGENCIA;1;88,0
2024_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;OURO VERDE DE MINAS;MG;NORDESTE;TEOFILO OTONI;URGENCIA;3;151,2
2025_4;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;PONTO DOS VOLANTES;MG;NORDESTE;JEQUITINHONHA;URGENCIA;1;50,4
2025_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CONTAGEM;MG;CENTRO;CONTAGEM;URGENCIA;1;88,0
2025_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;PORTO SEGURO;BA;FORAMG;FORAMG;URGENCIA;1;88,0
2025_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ARACUAI;MG;NORDESTE;ARACUAI;URGENCIA;5;440,0
2024_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MEDINA;MG;NORDESTE;PEDRA AZUL;URGENCIA;1;50,4
2024_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CONTAGEM;MG;CENTRO;CONTAGEM;URGENCIA;2;100,8
2025_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;BETIM;MG;CENTRO;BETIM;URGENCIA;1;88,0
2026_1;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NANUQUE;MG;NORDESTE;NANUQUE;URGENCIA;2;176,0
2025_2;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;BERILO;MG;NORDESTE;MINAS NOVAS;URGENCIA;1;50,4
2025_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MACHACALIS;MG;NORDESTE;AGUAS FORMOSAS;URGENCIA;1;88,0
2025_4;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ITAMBACURI;MG;NORDESTE;TEOFILO OTONI;URGENCIA;2;100,8
2025_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MONTE FORMOSO;MG;NORDESTE;JEQUITINHONHA;URGENCIA;2;176,0
2025_10;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ITINGA;MG;NORDESTE;ARACUAI;URGENCIA;1;88,0
2025_10;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;;;;;URGENCIA;16;1408,0
2026_1;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ALMENARA;MG;NORDESTE;ALMENARA;URGENCIA;1;88,0
2024_7;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MANHUACU;MG;LESTE DO SUL;MANHUACU;URGENCIA;1;50,4
2024_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NANUQUE;MG;NORDESTE;NANUQUE;URGENCIA;7;352,8
2024_12;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NOVO CRUZEIRO;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;5;252,0
2026_1;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NOVO CRUZEIRO;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;7;616,0
2025_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;ITAIPE;MG;NORDESTE;NOVO CRUZEIRO;URGENCIA;1;88,0
2025_5;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;POTE;MG;NORDESTE;TEOFILO OTONI;URGENCIA;5;252,0
2025_6;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;URGENCIA;2;176,0
2025_6;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;AGUAS FORMOSAS;MG;NORDESTE;AGUAS FORMOSAS;URGENCIA;3;264,0
2026_1;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;MALACACHETA;MG;NORDESTE;TEOFILO OTONI;URGENCIA;7;616,0
2024_11;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CRISOLITA;MG;NORDESTE;AGUAS FORMOSAS;URGENCIA;1;50,4
2024_10;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;BERTOPOLIS;MG;NORDESTE;AGUAS FORMOSAS;URGENCIA;1;50,4
2025_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CATUJI;MG;NORDESTE;TEOFILO OTONI;URGENCIA;8;704,0
2025_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;GOVERNADOR VALADARES;MG;LESTE;GOVERNADOR VALADARES;URGENCIA;1;88,0
2025_1;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;CAPELINHA;MG;NORDESTE;CAPELINHA;URGENCIA;1;50,4
2025_8;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;SAO SEBASTIAO DO MARANHAO;MG;LESTE;SANTA MARIA DO SUACUI;URGENCIA;1;88,0
2025_9;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;NOVO ORIENTE DE MINAS;MG;NORDESTE;TEOFILO OTONI;URGENCIA;10;880,0
2026_1;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;URGENCIA;457;40216,0
2025_3;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;PADRE PARAISO;MG;NORDESTE;TEOFILO OTONI;URGENCIA;13;655,2
