data_ref;cod_prestador;nome_prestador;nome_municipio_principal_prestador;uf_prestador;macro_regional_prestador;micro_regional_prestador;nome_municipio_principal_benef;uf_beneficiario;macro_regional_benef;micro_regional_benef;tipo_consulta;qtde_consultas;valor_consultas
2025_10;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SACRAMENTO;MG;TRIANGULO DO SUL;UBERABA;URGENCIA;1;130,93
2024_6;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;FORTALEZA DE MINAS;MG;SUL;PASSOS;URGENCIA;1;94,88
2025_12;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SAO FRANCISCO;MG;NORTE;SAO FRANCISCO;URGENCIA;1;130,93
2025_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;IPIACU;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;1;130,93
2024_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SANTA JULIANA;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;1;94,88
2024_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;NOVA PONTE;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;1;94,88
2024_12;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CAMPOS ALTOS;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;1;130,93
2024_3;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CAMPINA VERDE;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;3;284,64
2025_7;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CABO VERDE;MG;SUL;POCOS DE CALDAS;URGENCIA;1;130,93
2024_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PRATA;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;2;189,76
2024_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;TUPACIGUARA;MG;TRIANGULO DO NORTE;ARAGUARI;URGENCIA;15;1423,2
2025_10;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;URGENCIA;1;130,93
2025_12;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SANTA LUZIA;MG;CENTRO;SANTA LUZIA;URGENCIA;1;130,93
2024_3;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;;;;;URGENCIA;2;189,76
2024_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CAMPINA VERDE;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;2;189,76
2025_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ITUIUTABA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;16;2094,88
2024_6;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;UBERABA;MG;TRIANGULO DO SUL;UBERABA;URGENCIA;5;474,4
2025_8;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PERDIZES;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;2;261,86
2025_12;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PARACATU;MG;NOROESTE;PARACATU;URGENCIA;1;130,93
2024_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;NOVA PONTE;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;3;284,64
2025_6;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;MONTE CARMELO;MG;TRIANGULO DO NORTE;MONTE CARMELO;URGENCIA;11;1440,23
2024_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CASCALHO RICO;MG;TRIANGULO DO NORTE;ARAGUARI;URGENCIA;1;94,88
2025_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CORONEL FABRICIANO;MG;LESTE;CORONEL FABRICIANO;URGENCIA;1;130,93
2026_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PASSOS;MG;SUL;PASSOS;URGENCIA;1;130,93
2025_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ARAXA;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;2;261,86
2024_12;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;TUPACIGUARA;MG;TRIANGULO DO NORTE;ARAGUARI;URGENCIA;16;2094,88
2025_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;LAGAMAR;MG;NOROESTE;PATOS DE MINAS;URGENCIA;1;130,93
2026_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SANTA JULIANA;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;1;130,93
2024_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;UBERABA;MG;TRIANGULO DO SUL;UBERABA;URGENCIA;4;379,52
2025_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ARAPORA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;2;261,86
2025_9;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;IBIA;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;1;130,93
2025_9;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SERRA DA SAUDADE;MG;OESTE;BOM DESPACHO;URGENCIA;1;130,93
2024_6;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;BRASILANDIA DE MINAS;MG;NOROESTE;JOAO PINHEIRO;URGENCIA;2;189,76
2024_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;UBERABA;MG;TRIANGULO DO SUL;UBERABA;URGENCIA;4;379,52
2025_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;LAGOA FORMOSA;MG;NOROESTE;PATOS DE MINAS;URGENCIA;2;261,86
2025_8;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CAMPINA VERDE;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;6;785,58
2025_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ARAXA;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;3;392,79
2025_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;IBIA;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;4;523,72
2025_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PRATA;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;8;1047,44
2025_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;1;130,93
2025_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;INDIANOPOLIS;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;1;130,93
2024_10;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;GURINHATA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;1;130,93
2024_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CATALAO;GO;FORAMG;FORAMG;URGENCIA;1;94,88
2026_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CANAPOLIS;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;5;654,65
2025_6;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CAMPINA VERDE;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;4;523,72
2025_9;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CENTRALINA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;5;654,65
2024_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CAMPOS ALTOS;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;1;130,93
2024_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PERDIZES;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;1;94,88
2024_6;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;927;87953,76
2024_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SETE LAGOAS;MG;CENTRO;SETE LAGOAS;URGENCIA;2;189,76
2025_8;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;GUARDA-MOR;MG;NOROESTE;PARACATU;URGENCIA;1;130,93
2025_6;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;MONTE ALEGRE DE MINAS;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;6;785,58
2024_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ROMARIA;MG;TRIANGULO DO NORTE;MONTE CARMELO;URGENCIA;3;392,79
2025_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;BURITIZEIRO;MG;NORTE;PIRAPORA;URGENCIA;4;523,72
2024_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CHAPADA GAUCHA;MG;NOROESTE;ARINOS;URGENCIA;1;94,88
2025_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;LAGAMAR;MG;NOROESTE;PATOS DE MINAS;URGENCIA;2;261,86
2024_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;MONTES CLAROS;MG;NORTE;MONTES CLAROS;URGENCIA;3;284,64
2025_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;JOAO PINHEIRO;MG;NOROESTE;JOAO PINHEIRO;URGENCIA;4;523,72
2025_10;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;FRUTA DE LEITE;MG;NORTE;SALINAS;URGENCIA;2;261,86
2025_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CENTRALINA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;2;261,86
2024_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;VARZEA DA PALMA;MG;NORTE;PIRAPORA;URGENCIA;1;130,93
2024_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;MONTE ALEGRE DE MINAS;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;9;853,92
2024_9;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SERRA DO SALITRE;MG;NOROESTE;PATOS DE MINAS;URGENCIA;1;130,93
2025_7;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CENTRALINA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;2;261,86
2025_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;JAIBA;MG;NORTE;JANAUBA;URGENCIA;3;392,79
2025_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PIRAPORA;MG;NORTE;PIRAPORA;URGENCIA;5;654,65
2024_12;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;URGENCIA;3;392,79
2026_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;GUIMARANIA;MG;NOROESTE;PATOS DE MINAS;URGENCIA;1;130,93
2024_7;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ITUIUTABA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;22;2087,36
2024_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;1;94,88
2025_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ESTRELA DO SUL;MG;TRIANGULO DO NORTE;MONTE CARMELO;URGENCIA;6;785,58
2026_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;NOVA PONTE;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;4;523,72
2025_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ARAUJOS;MG;OESTE;BOM DESPACHO;URGENCIA;1;130,93
2024_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ALPINOPOLIS;MG;SUL;PASSOS;URGENCIA;1;94,88
2024_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PIRAPORA;MG;NORTE;PIRAPORA;URGENCIA;1;94,88
2025_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CORONEL FABRICIANO;MG;LESTE;CORONEL FABRICIANO;URGENCIA;1;130,93
2025_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CAMPOS ALTOS;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;1;130,93
2024_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CORONEL FABRICIANO;MG;LESTE;CORONEL FABRICIANO;URGENCIA;1;94,88
2025_6;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;;;;;URGENCIA;6;785,58
2024_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;TUPACIGUARA;MG;TRIANGULO DO NORTE;ARAGUARI;URGENCIA;25;2372,0
2026_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ITUIUTABA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;7;916,51
2024_6;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;URGENCIA;5;474,4
2024_10;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;UNAI;MG;NOROESTE;UNAI;URGENCIA;3;392,79
2024_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ARAGUARI;MG;TRIANGULO DO NORTE;ARAGUARI;URGENCIA;23;2182,24
2025_9;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;MONTE ALEGRE DE MINAS;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;8;1047,44
2025_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SANTA VITORIA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;3;392,79
2025_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;NOVA PONTE;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;1;130,93
2024_9;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PRATA;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;8;1047,44
2026_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;GUARDA-MOR;MG;NOROESTE;PARACATU;URGENCIA;1;130,93
2025_12;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;GURINHATA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;1;130,93
2025_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;DOURADOQUARA;MG;TRIANGULO DO NORTE;MONTE CARMELO;URGENCIA;2;261,86
2024_9;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;VAZANTE;MG;NOROESTE;PATOS DE MINAS;URGENCIA;2;261,86
2024_8;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ITAUNA;MG;OESTE;ITAUNA;URGENCIA;1;94,88
2024_7;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CARMO DO PARANAIBA;MG;NOROESTE;PATOS DE MINAS;URGENCIA;1;94,88
2026_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CAMPINA VERDE;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;7;916,51
2024_3;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ARAPORA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;1;94,88
2024_10;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SANTA VITORIA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;1;130,93
2026_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ARAXA;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;3;392,79
2024_8;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CONTAGEM;MG;CENTRO;CONTAGEM;URGENCIA;1;130,93
2024_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;JOAO PINHEIRO;MG;NOROESTE;JOAO PINHEIRO;URGENCIA;2;189,76
2024_8;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;MONTE CARMELO;MG;TRIANGULO DO NORTE;MONTE CARMELO;URGENCIA;10;1201,15
2025_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PRATA;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;12;1571,16
2025_8;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ESTRELA DO SUL;MG;TRIANGULO DO NORTE;MONTE CARMELO;URGENCIA;4;523,72
2025_7;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ESTRELA DO SUL;MG;TRIANGULO DO NORTE;MONTE CARMELO;URGENCIA;1;130,93
2025_9;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;JAIBA;MG;NORTE;JANAUBA;URGENCIA;1;130,93
2024_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;INDIANOPOLIS;MG;TRIANGULO DO NORTE;UBERLANDIA;URGENCIA;1;130,93
2026_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;GURINHATA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;2;261,86
2025_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ESPINOSA;MG;NORTE;JANAUBA;URGENCIA;1;130,93
2025_12;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;PERDIZES;MG;TRIANGULO DO SUL;ARAXA;URGENCIA;2;261,86
2024_5;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;JAIBA;MG;NORTE;JANAUBA;URGENCIA;1;94,88
2025_6;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;1;130,93
2025_7;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SANTA VITORIA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;2;261,86
2024_3;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ARAGUARI;MG;TRIANGULO DO NORTE;ARAGUARI;URGENCIA;24;2277,12
2025_7;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;IRAI DE MINAS;MG;TRIANGULO DO NORTE;MONTE CARMELO;URGENCIA;1;130,93
2025_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;SALINAS;MG;NORTE;SALINAS;URGENCIA;1;130,93
2025_12;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ARAPORA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;2;261,86
2026_1;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;;;;;URGENCIA;1;130,93
2025_10;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;;;;;URGENCIA;7;916,51
2025_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ARAUJOS;MG;OESTE;BOM DESPACHO;URGENCIA;1;130,93
2025_4;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;UBERABA;MG;TRIANGULO DO SUL;UBERABA;URGENCIA;2;261,86
2024_9;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ITAUNA;MG;OESTE;ITAUNA;URGENCIA;1;130,93
2025_2;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;CENTRALINA;MG;TRIANGULO DO NORTE;ITUIUTABA;URGENCIA;2;261,86
2025_12;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;DOURADOQUARA;MG;TRIANGULO DO NORTE;MONTE CARMELO;URGENCIA;1;130,93
2025_11;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;GUIMARANIA;MG;NOROESTE;PATOS DE MINAS;URGENCIA;1;130,93
2025_10;3613278;HOSPITAL SANTA GENOVEVA LTDA;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;ITAPAGIPE;MG;TRIANGULO DO SUL;FRUTAL;URGENCIA;2;261,86
